psmiles,Energy_Hatree,es,Isotropic_Polarizability_au,HOMO_eV,LUMO_eV,Inner_energy_correction_Hatree,Thermal_correction_to_Enthalpy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Entropy_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)CCSCc1ccccc1CC(*)=O,-2133.670001,0.9943963,343.2026,-8.2693,-0.0439,0.4401487,0.00094421,0.35321941,0.08787351,8.117026789,-2133.316781,-2133.228908,8.2254
*Nc1ccc(S(=O)(=O)NC(=O)c2cc(NC(=O)C(Cl)Cl)cc(C(*)=O)c2)cc1C(=O)O,-2665.218782,0.9793738,301.87988,-8.9034,-0.5166,0.32410615,0.00094421,0.23838905,0.08666132,6.322479275,-2664.980393,-2664.893732,8.3868
*Nc1nc(NC(=O)CC(CC(*)=O)c2cccc(Br)c2)c(C(=O)O)nc1Cl,-4172.376077,0.9979771,280.65753,-8.9794,-0.2407,0.31520136,0.00094421,0.2365828,0.07956277,4.064060987,-4172.139494,-4172.059931,8.7387
*Nc1c(C(=O)O)cc(Cl)c(F)c1NC(=O)c1coc(C(*)=O)c1,-1546.006178,0.9957104,212.46708,-8.5188,-0.3383,0.22128791,0.00094421,0.15578248,0.06644964,2.818439669,-1545.850396,-1545.783946,8.1805
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)c3cnc(C(*)=O)[nH]3)c12,-1572.266543,0.9797065,262.59244,-8.5076,-0.7361,0.2893166,0.00094421,0.21938954,0.07087128,6.727650793,-1572.047154,-1571.976282,7.7715
*Nc1cc(NC(=O)c2ccc(-c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)c(CC(=O)O)cc1Br,-4064.173228,0.9746166,428.65242,-8.1888,-0.4137,0.45992213,0.00094421,0.37093916,0.08992718,2.849379971,-4063.802289,-4063.712362,7.7751
*Nc1cc(CC(=O)O)cc(NC(=O)c2ccc(OC)cc2NC(=O)CCC(*)=O)c1Br,-3963.933506,0.9996244,312.44691,-8.1975,0.1507,0.4131053,0.00094421,0.32647504,0.08757447,2.842618734,-3963.607031,-3963.519457,8.3482
*Nc1ccc(SCC(NC(=O)c2ccc(CSc3ccccc3C(*)=O)cc2)C(=O)O)cc1,,0.9993094,,,,,,,,,,,
*Nc1cc(NC(=O)C2CC(C)=C(C)CC2C(*)=O)c(C#N)cc1C(=O)O,-1162.59966,0.83340085,252.66055,-8.7095,0.112,0.37301072,0.00094421,0.2970874,0.07686753,6.33406436,-1162.302572,-1162.225705,8.8215
*Nc1cc(NC(=O)CC(NC(=O)OCC)C(*)=O)c(F)c(C(=O)O)c1,-1258.748057,0.9965233,218.2706,-8.3862,0.2306,0.32909672,0.00094421,0.25302953,0.0770114,1.937671563,-1258.495027,-1258.418016,8.6168
*Nc1cncc(C(=O)O)c1NC(=O)CC(NC(=O)C(F)(F)F)C(*)=O,-1358.793782,0.99213094,192.26694,-8.8088,-0.0558,0.26806364,0.00094421,0.19556113,0.07344672,3.536499283,-1358.598221,-1358.524774,8.753
*Nc1cc(F)c(C(=O)O)cc1NC(=O)c1cc(Br)cc(F)c1C(*)=O,-3761.273366,0.99909604,236.72277,-8.9388,-0.5598,0.24386314,0.00094421,0.17202585,0.07278149,7.503152109,-3761.10134,-3761.028559,8.379
*Nc1c(Br)ccc(CC(=O)O)c1NC(=O)Cc1cc(C)c(CC(*)=O)cc1C,-3759.287922,0.9995054,287.51411,-8.4391,0.2116,0.40625122,0.00094421,0.3254886,0.08170683,2.899145355,-3758.962434,-3758.880727,8.6507
*Nc1cc(C(=O)O)ccc1S(=O)(=O)NC(=O)C1=C(C(*)=O)CCC1,-1501.057243,0.9899768,218.5357,-8.9854,-0.6883,0.29791603,0.00094421,0.22780809,0.07105216,4.180753182,-1500.829435,-1500.758382,8.2971
*Nc1ccc(Cl)c(NC(=O)CCC(NC(=O)CC(=O)OCC)C(*)=O)c1C(=O)O,-1811.042896,0.99329424,262.25365,-8.4154,0.2008,0.39948022,0.00094421,0.3148034,0.08562104,6.681214111,-1810.728093,-1810.642472,8.6162
*NN=C(C(=O)O)c1ccccc1NC(=O)c1c2ccccc2c(C(*)=O)c2ccccc12,,0.90344334,,,,0.38973597,0.00094421,0.31211963,0.07856055,6.492544969,0.31211963,0.39068018,
*Nc1cc(Br)cc(C(=O)O)c1NC(=O)CSc1nnc(SCC(*)=O)nn1,-4501.858301,0.99759394,283.61934,-8.522,-1.3258,0.27259468,0.00094421,0.19278563,0.08075326,3.754990469,-4501.665515,-4501.584762,7.1962
*Nc1cc(S(=O)(=O)O)c(NC(=O)c2cccc3c2oc2c(C(*)=O)cccc23)c(S(=O)(=O)O)c1,-2353.654458,0.8093514,328.97435,-8.6517,-1.0335,0.35624922,0.00094421,0.27578877,0.08140466,7.758302382,-2353.378669,-2353.297265,7.6182
*Nc1cc(NC(=O)C(CC(F)(F)F)C(*)=O)c(C(=O)O)cc1Br,-3747.46112,0.9979888,205.26071,-8.6699,0.0971,0.24111539,0.00094421,0.1704949,0.07156471,3.040555479,-3747.290625,-3747.219061,8.767
*Nc1ccc(C(=O)O)c(Br)c1NC(=O)Cc1ccc(CC(*)=O)cc1,-3641.359829,0.9997092,252.21051,-8.5016,0.1801,0.31763665,0.00094421,0.24519846,0.07338241,2.949592574,-3641.11463,-3641.041248,8.6817
*Nc1nc(NC(=O)c2cc(C#N)cc(C(*)=O)c2)nc(C(=O)O)n1,-1129.779446,0.99705935,210.28776,-10.1924,-0.68,0.23183842,0.00094421,0.16459164,0.06819098,6.385122442,-1129.614854,-1129.546663,9.5124
*Nc1cc(C(=O)O)c(NC(=O)c2cncc(C(*)=O)n2)cc1Cl,-1481.030916,0.9982212,223.13158,-8.1336,-0.7378,0.2347008,0.00094421,0.16911309,0.06653192,2.454634642,-1480.861803,-1480.795271,7.3958
*Nc1cc(C(=O)O)c(NC(=O)CC(C(*)=O)P(=O)(OCC)OCC)cc1Br,-4135.29942,0.7457226,272.59994,-8.2045,-0.0414,0.38194893,0.00094421,0.2967705,0.08612265,3.640543579,-4135.002649,-4134.916527,8.1631
*Nc1nc(CC(=O)O)nc(NC(=O)CN(CC(*)=O)C(=O)C2(C(=O)OCC)CCCC2)n1,-1555.654454,0.9255334,274.91328,-9.5343,0.1598,0.46824418,0.00094421,0.37761568,0.09157271,6.287432515,-1555.276839,-1555.185266,9.6941
*Nc1ccc(NC(=O)c2ccc(F)c(Br)c2C(*)=O)c(C(=O)O)c1Cl,-4121.604469,0.9990207,248.39986,-8.0967,-0.5289,0.2427196,0.00094421,0.17149527,0.07216854,3.14071087,-4121.432974,-4121.360805,7.5678
*Nc1c(C(=O)O)ccc(C(F)(F)F)c1NC(=O)c1ccc(-c2ccc(-c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)cc1,-2019.627876,0.8415328,496.14531,-8.4172,-0.4867,0.53242397,0.00094421,0.43381081,0.09955738,0.464339391,-2019.194065,-2019.094507,7.9305
*Nc1cnc(C(=O)O)cc1NC(=O)c1ccc(NC(=O)CC(=O)Nc2ccc(C(*)=O)cc2)cc1,,0.9975321,,,,,,,,,,,
*Nc1cc(C(=O)O)c(NC(=O)C2CCC(C(*)=O)N(Cc3ccccc3)C2)cc1F,-1378.597806,0.9967333,278.42416,-8.0933,0.15,0.43443985,0.00094421,0.3573247,0.07805937,6.43715606,-1378.240481,-1378.162422,8.2433
*NNC(=O)c1cc(C(=O)NNC(=O)CN(CC(*)=O)NC(=O)OC)cc(S(=O)(=O)O)c1,-1948.175199,0.91505283,255.53113,-9.9812,-0.109,0.38676324,0.00094421,0.30054607,0.08716138,3.648511451,-1947.874653,-1947.787491,9.8722
*Nc1cc(C)c(NC(=O)c2ccccc2C(=O)Nc2c(F)cccc2C(*)=O)c(C(=O)O)c1,-1527.682247,0.9961004,307.55598,-8.3218,-0.1368,0.40467222,0.00094421,0.32192803,0.0836884,4.24540607,-1527.360319,-1527.276631,8.185
*Nc1nc(CC(=O)O)nc(NC(=O)CCCC(=O)NC(CC(*)=O)c2ccccc2)n1,-1442.090373,0.9948153,278.70673,-9.6176,0.1587,0.44078167,0.00094421,0.35518461,0.08654128,2.855797632,-1441.735188,-1441.648647,9.7763
*Nc1cc(C(=O)O)cc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)=O)n1,-2201.375481,0.6504673,214.67705,-8.7291,-0.1778,0.25903113,0.00094421,0.16967379,0.09030155,4.559422603,-2201.205808,-2201.115506,8.5513
*NOCC(NC(=O)C(C)(Cc1ccccc1Cl)C(*)=O)C(=O)O,-1489.575913,0.9885472,207.35283,-9.3317,0.3015,0.32751271,0.00094421,0.2554979,0.07295901,1.534361068,-1489.320415,-1489.247456,9.6332
*Nc1ccc(Br)c(C(=O)O)c1NC(=O)CSCC(F)(F)C(*)=O,-4046.33335,0.9974738,214.95614,-8.3865,0.1313,0.25023987,0.00094421,0.17860847,0.07257562,1.301070168,-4046.154742,-4046.082166,8.5178
*Nc1c(Cl)ccc(C(=O)O)c1NC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(*)=O,,0.99648935,,,,0.22379479,0.00094421,0.14404468,0.08069432,4.84080703,0.14404468,0.224739,
*Nc1c(F)ccc(C(=O)O)c1NC(=O)c1cccc(OC)c1Nc1ccccc1C(*)=O,-1489.558045,0.9990638,304.42289,-8.1296,-0.1055,0.39916601,0.00094421,0.32071236,0.07939786,4.222141421,-1489.237333,-1489.157935,8.0241
*Nc1ccc(C(F)(F)F)c(NC(=O)C2CC(C)C(C)CC2C(*)=O)c1C(=O)O,,0.77955264,,,,,,,,,,,
*Nc1cc(C(=O)O)cnc1NC(=O)c1ccccc1Nc1ccccc1C(*)=O,-1291.80198,0.9983865,305.71035,-8.1371,-0.2555,0.35928803,0.00094421,0.28498826,0.07524398,3.935287244,-1291.516992,-1291.441748,7.8816
*NC(NC(=O)CN(CC(*)=O)N=Cc1cc(OC)ccc1OC)C(=O)O,-1254.012739,0.99746895,235.85065,-8.1597,0.1405,0.38260269,0.00094421,0.30476482,0.07878208,8.160542245,-1253.707974,-1253.629192,8.3002
*Nc1cc(C(=O)O)cc(NC(=O)C23CCCC(C(*)=O)(CC2)C3)c1OC,-1184.868102,0.9000915,244.0101,-8.4235,0.1126,0.41006272,0.00094421,0.33611948,0.07488745,5.625386307,-1184.531982,-1184.457095,8.5361
*Nc1cc(C(=O)O)cc(NC(=O)CC(CC(*)=O)c2ccccc2Cl)c1C(F)(F)F,-1903.976283,0.99855906,272.66722,-8.6814,-0.1332,0.35613614,0.00094421,0.27403697,0.08304338,3.666746357,-1903.702246,-1903.619202,8.5482
*Nc1cc(C)c(NC(=O)CSc2cccc(C(*)=O)c2)c(C(=O)O)c1,-1466.131563,0.9994128,241.71867,-8.0882,-0.2086,0.32909626,0.00094421,0.25868614,0.07135433,5.362711249,-1465.872877,-1465.801523,7.8796
*Nc1cc(NC(=O)CCN(CCC(*)=O)C(=O)OCc2ccccc2)c(C(=O)O)c(OC)c1,,0.99712163,,,,,,,,,,,
*Nc1ccc(NC(=O)C2CC=C(C)CC2C(*)=O)c(C(=O)O)c1C#N,-1123.277147,0.8938666,237.20695,-8.3703,-0.3082,0.34336237,0.00094421,0.27166025,0.07264634,2.633656242,-1123.005487,-1122.93284,8.0621
*Nc1ccc(Br)c(C(=O)O)c1NC(=O)c1c(Cl)c(Cl)c(C(*)=O)c(Cl)c1Cl,,0.9983991,,,,0.67260712,0.00094421,0.14794865,0.0764652,2.725599927,0.14794865,0.67355133,
*Nc1cc(Cl)c(S(=O)(=O)NC(=O)CCC(=O)NC(CC(=O)OC)C(*)=O)cc1C(=O)O,-2320.388352,0.96683586,276.04247,-8.9397,0.0818,0.38296248,0.00094421,0.29186163,0.09204506,6.486617795,-2320.09649,-2320.004445,9.0215
*Nc1cc(C)c(C(=O)O)cc1NC(=O)CCCc1ccc(CCCC(*)=O)cc1,-1264.477114,0.9991204,282.63161,-8.2565,0.0773,0.47539878,0.00094421,0.3933348,0.08300819,7.548696746,-1264.083779,-1264.000771,8.3338
*Nc1cc(Br)c(C(=O)O)cc1NC(=O)c1ccc2c3c(ccc(C(*)=O)c13)CC2,-3793.811762,0.96606,287.96429,-8.4734,-0.5312,0.34464092,0.00094421,0.27073697,0.07484815,3.845906094,-3793.541025,-3793.466177,7.9422
*Nc1cc(C(=O)O)c(NC(=O)C(Br)C(Br)C(*)=O)c(C(F)(F)F)c1,-6320.855286,0.99396133,220.97287,-8.7568,-0.3432,0.23194378,0.00094421,0.15836515,0.07452284,8.540360665,-6320.696921,-6320.622398,8.4136
*Nc1cc(C#N)c(NC(=O)c2cc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)cc(C(*)=O)c2)cc1C(=O)O,-2124.702963,0.9339297,372.93911,-8.5902,-0.8392,0.44417108,0.00094421,0.34934698,0.09576832,8.369014578,-2124.353616,-2124.257848,7.751
*Nc1cc(C(=O)O)cc(NC(=O)c2ccccc2C(=O)Nc2c(Cl)cccc2C(*)=O)c1OC,,0.99890554,,,,0.40999133,0.00094421,0.3246368,0.08629874,9.058076742,0.3246368,0.41093554,
*Nc1cc(Cl)c(C(=O)O)c(NC(=O)CN(CC(*)=O)N=Cc2ccccc2C)c1,-1715.616229,0.9948001,282.46363,-8.4678,0.1188,0.38858527,0.00094421,0.30916495,0.08036453,5.79488581,-1715.307064,-1715.2267,8.5866
*Nc1ccc(NC(=O)CC(CC(*)=O)c2ccccc2Br)c(C(=O)O)c1C,-3719.972012,0.9989141,271.62115,-7.9461,0.2858,0.37711407,0.00094421,0.30061686,0.07744142,1.687786273,-3719.671395,-3719.593954,8.2319
*Nc1cc(NC(=O)CC2(CC(*)=O)CCCC2)c(C(=O)O)cn1,-1048.288205,0.998345,213.84028,-8.6227,0.1846,0.35561503,0.00094421,0.28701083,0.06954841,5.218947431,-1048.001194,-1047.931646,8.8073
*Nc1cc(C)c(NC(=O)CC(C(*)=O)C(C)(C)C)c(C(=O)O)c1,-1033.422298,0.9981933,221.45937,-8.057,0.2928,0.38805425,0.00094421,0.31588844,0.07311002,2.037868508,-1033.106409,-1033.033299,8.3498
*Nc1ccc(CC(NC(=O)CC(OC(=O)c2ccccc2)C(*)=O)C(=O)O)cc1,-1335.16105,0.9969897,258.68175,-8.4489,0.1042,0.40381254,0.00094421,0.32514232,0.07961443,6.008856711,-1334.835907,-1334.756293,8.5531
*NOCC(NC(=O)CC(C(*)=O)c1ccc(OC)c(C)c1)C(=O)O,-1144.503422,0.9830688,211.78834,-8.6762,0.1581,0.37045033,0.00094421,0.29486548,0.07652906,6.552081679,-1144.208556,-1144.132027,8.8343
*Nc1ccc(Br)c(NC(=O)c2cn[nH]c2C(*)=O)c1C(=O)O,-3556.73514,0.9990434,212.81103,-8.4105,-0.3205,0.2290445,0.00094421,0.1642237,0.06576501,6.858762898,-3556.570916,-3556.505151,8.09
*Nc1cc(OC)c(C(=O)O)cc1NC(=O)c1cncc(C(*)=O)n1,-1135.95848,0.99789256,225.22498,-8.2891,-0.8669,0.2782821,0.00094421,0.20959922,0.06962708,4.96560872,-1135.748881,-1135.679254,7.4222
*Nc1cc(C(=O)O)cc(NC(=O)CN(CC(*)=O)C(=O)c2ccc(OC)cc2)n1,-1367.246186,0.99963236,270.122,-8.2995,0.2215,0.37959537,0.00094421,0.29894333,0.08159625,3.405873721,-1366.947242,-1366.865646,8.521
*Nc1cc(C#N)cc(NC(=O)CCC(NC(C)=O)C(*)=O)c1C(=O)O,,0.9913809,,,,,,,,,,,
*Nc1c(C(=O)O)cc(Cl)c(Br)c1NC(=O)CN(CC(*)=O)N=Cc1ccncc1,-4265.768717,0.96503687,289.49381,-8.6572,-0.2175,0.33932294,0.00094421,0.25927755,0.08098959,3.301323052,-4265.50944,-4265.42845,8.4397
*Nc1cc(NC(=O)C2C3CCC(C3)C2C(*)=O)c(C)c(C(=O)O)c1C,-1109.631789,0.93358237,239.40071,-7.985,0.1533,0.40374532,0.00094421,0.33140758,0.07328195,3.130243581,-1109.300381,-1109.227099,8.1383
*Nc1cccc(NC(=O)c2cc(NC(=O)C(Cl)Cl)cc(C(*)=O)c2)c1C(=O)O,-2116.565808,0.99909246,285.78042,-8.1741,-0.2985,0.9304016100000001,0.00094421,0.23283326,0.07789561,5.947625919,-2116.332975,-2115.634462,7.8756
*Nc1ccc(C(=O)O)c(NC(=O)C2CC=C(C(C)C)CC2C(*)=O)c1Br,-3683.049037,0.9659639,264.62617,-8.5598,0.2832,0.3938469,0.00094421,0.31701337,0.07777774,2.500289071,-3682.732024,-3682.654246,8.843
*Nc1ccc(Cl)c(NC(=O)c2cc(C(*)=O)cc(-n3cncn3)c2)c1C(=O)O,-1690.021064,0.9939964,275.7549,-8.4584,-0.4612,0.30219058,0.00094421,0.22885016,0.07428464,7.942335114,-1689.792214,-1689.717929,7.9972
*Nc1ccc(NC(=O)CCSCc2ccc(C(*)=O)cc2)c(CC(=O)O)c1Br,-4118.160557,0.9983865,312.13478,-8.1015,0.0343,0.38048294,0.00094421,0.29635784,0.08506931,6.675748525,-4117.864199,-4117.77913,8.1358
*Nc1cc(Br)c(NC(=O)CC(NS(=O)(=O)c2ccc(NC(C)=O)cc2)C(*)=O)c(C(=O)O)c1,-4453.422093,0.9414122,306.33967,-8.473,-0.163,0.40916494,0.00094421,0.31963046,0.09047869,7.994953786,-4453.102463,-4453.011984,8.31
*NCC(NC(=O)CN(CC(*)=O)N=Cc1cccc(F)c1)C(=O)O,-1163.512797,0.9842911,207.17041,-8.5821,0.131,0.3355672,0.00094421,0.26389107,0.07262034,2.874644876,-1163.248906,-1163.176286,8.7131
*Nc1cc(F)cc(NC(=O)c2cccc(N)c2C(*)=O)c1C(=O)O,-1143.967098,0.989368,226.00299,-8.1752,-0.1042,0.27781021,0.00094421,0.21030556,0.06844886,7.535038834,-1143.756793,-1143.688344,8.071
*Nc1nc(NC(=O)CC(CC(*)=O)c2ccccc2Cl)c(C(=O)O)cc1Cl,-2042.512298,0.99866986,257.88721,-8.5631,0.2562,0.32792833,0.00094421,0.25107128,0.07780125,2.904193259,-2042.261227,-2042.183426,8.8193
*Nc1cccc(NC(=O)CC(NC(=O)C(=O)OCC)C(*)=O)c1C(=O)O,-1272.837277,0.9960699,227.65467,-8.2182,0.1053,0.34813872,0.00094421,0.27204155,0.07704138,5.262424139,-1272.565235,-1272.488194,8.3235
*Nc1cc(C(=O)O)ccc1S(=O)(=O)NC(=O)c1cnsc1C(*)=O,-1874.801514,0.9982522,221.4648,-8.8369,-1.2623,0.23518377,0.00094421,0.16565526,0.07047272,2.561501131,-1874.635859,-1874.565386,7.5746
*Nc1cc(NC(=O)c2ccc(OC)cc2OCC(*)=O)c(CC(=O)O)cc1Cl,-1717.30055,0.9996724,278.18201,-8.0724,0.1638,0.35863273,0.00094421,0.27891603,0.08066091,6.400156489,-1717.021634,-1716.940973,8.2362
*Nc1cc(C(F)(F)F)cc(NC(=O)CN(CC(*)=O)NS(=O)(=O)c2ccc(Cl)cc2)c1C(=O)O,-2524.017749,0.9691787,292.8409,-8.669,-0.3565,0.7504737899999999,0.00094421,0.28729315,0.08838516,6.999997621,-2523.730455,-2523.266331,8.3125
*Nc1c(C(=O)O)ccc(C#N)c1NC(=O)C(CCCC(NC(=O)OC(C)(C)C)C(*)=O)NC(=O)OC(C)(C)C,-1849.480339,0.776877,364.08559,-8.6055,-0.4598,0.6384314099999999,0.00094421,0.53104993,0.1083257,4.816838712,-1848.949289,-1848.840963,8.1457
*Nc1cc(S(=O)(=O)O)c(NC(=O)C(C(*)=O)C(C)=O)cc1S(=O)(=O)O,-2009.436227,0.89319885,216.77334,-9.3609,-0.7285,0.27294844,0.00094421,0.1977396,0.07615306,9.232584176,-2009.238487,-2009.162334,8.6324
*Nc1cc(OC)c(NC(=O)Cc2cc(Br)cnc2C(*)=O)cc1C(=O)O,-3732.636146,0.9997098,260.38548,-7.9198,-0.6485,0.31132854,0.00094421,0.23640531,0.07586743,4.813415385,-3732.39974,-3732.323873,7.2713
*Nc1ccc(C(F)(F)F)c(C(=O)O)c1NC(=O)CCC(C(*)=O)N1C(=O)c2ccccc2C1=O,-1725.292039,0.9405035,283.88048,-8.6031,-0.7756,0.38397977,0.00094421,0.30077045,0.08415353,2.861045792,-1724.991269,-1724.907115,7.8275
*NC(=N)SCCCC(NC(=O)CN(CC(*)=O)C(=O)c1c(F)cccc1F)C(=O)O,-1853.00819,0.9114658,266.13493,-9.0073,0.2372,0.40263432,0.00094421,0.31373131,0.08984723,3.898226753,-1852.694459,-1852.604611,9.2445
*Nc1c(C(=O)O)cc(Cl)c(Br)c1NC(=O)C1CC=C(C(C)C)CC1C(*)=O,-4142.645057,0.9659959,278.40153,-8.3917,0.1307,0.3854538,0.00094421,0.3059917,0.08040631,6.001859185,-4142.339066,-4142.258659,8.5224
*Nc1cc(NC(=O)CN(CCC)CC(*)=O)c(C(=O)O)cc1Br,-3583.569509,0.9990264,238.65297,-8.5388,0.2324,0.33895854,0.00094421,0.26376595,0.0761368,3.503479674,-3583.305743,-3583.229606,8.7712
*Nc1nc(NC(=O)c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(C(*)=O)cc4)cc3)cc2)c(C(=O)O)nc1Br,-4394.425298,0.94734454,462.32308,-8.7402,-0.6103,0.46572956,0.00094421,0.36581006,0.10086372,6.249507293,-4394.059488,-4393.958624,8.1299
*Nc1cc(NC(=O)C(F)C(F)(F)C(*)=O)c(C(=O)O)cc1F,,0.99744415,,,,,,,,,,,
*Nc1cc(Br)c(C(=O)O)cc1NC(=O)CN(CC(*)=O)N=Cc1cc(Br)ccc1OC,-6478.073006,0.9895615,327.02792,-8.543,0.0906,0.38584824,0.00094421,0.2993638,0.08742865,4.066666496,-6477.773642,-6477.686213,8.6336
*Nc1cccc2c(S(=O)(=O)O)ccc(NC(=O)CC3CS(=O)(=O)CC3CC(*)=O)c12,-2130.497366,0.8671624,292.5269,-8.5887,-0.4032,0.40301173,0.00094421,0.32009433,0.08386161,8.542125722,-2130.177272,-2130.09341,8.1855
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)C(C)(C)OC(C)(C)C(*)=O,-1658.281422,0.97779876,279.24468,-8.1883,-0.0299,1.24241434,0.00094421,0.33523708,0.07911461,6.120341844,-1657.946185,-1657.038063,8.1584
*Nc1cc(C)c(NC(=O)C(CC(F)(F)F)C(*)=O)cc1C(=O)O,-1213.334261,0.99884856,192.83068,-8.0195,0.0002,0.27855868,0.00094421,0.20833398,0.07116891,5.733476663,-1213.125927,-1213.054758,8.0197
*Nc1ccc(SCC(NC(=O)COc2cc(Br)ccc2C(*)=O)C(=O)O)cc1,-4154.074938,0.9991817,279.93197,-7.8041,-0.3028,1.41987223,0.00094421,0.27667651,0.07909537,6.503947406,-4153.798262,-4152.654122,7.5013
*Nc1cc(NC(=O)CC(CC(*)=O)c2ncccc2OC)c(C(=O)O)cc1F,-1337.09862,0.9980122,261.40193,-8.2868,0.0021,0.37244059,0.00094421,0.29407814,0.07930666,5.826530999,-1336.804542,-1336.725235,8.2889
*Nc1cc(F)c(S(=O)(=O)NC(=O)C(=O)CSc2ccccc2C(*)=O)cc1C(=O)O,-2188.090639,0.99495924,269.59737,-9.2537,-0.5603,0.31745089,0.00094421,0.23622467,0.08217043,6.20060683,-2187.854414,-2187.772244,8.6934
*Nc1cc(Cl)c(C(=O)O)cc1NC(=O)c1cc(C(*)=O)cc(C(F)F)c1,-1686.775491,0.9990638,245.08409,-8.8393,-0.6946,0.27489067,0.00094421,0.20166933,0.07416556,3.825811322,-1686.573822,-1686.499656,8.1447
*Nc1cc(NC(=O)c2cccc(Sc3cccc(C(*)=O)c3)c2)c(C(=O)O)cc1Br,-4192.002783,0.99890983,343.22289,-8.4897,-0.1433,1.03916361,0.00094421,0.26491391,0.08203256,3.379882134,-4191.737869,-4190.962675,8.3464
*NN=C(C(=O)O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)C(*)=O,-1292.216526,0.9736447,239.09474,-9.019,0.1821,0.38817479,0.00094421,0.30941722,0.07970178,4.506906939,-1291.907109,-1291.827407,9.2011
*Nc1nc(NC(=O)c2cc(Br)cc(C(*)=O)n2)c(C(=O)O)cc1Br,-6168.293107,0.9986356,256.17182,-8.6257,-0.7917,0.22562604,0.00094421,0.15377287,0.07279738,2.156083606,-6168.139334,-6168.066536,7.834
*Nc1cc(Cl)cc(NC(=O)CC(CC(*)=O)C(OC)OC)c1CC(=O)O,-1643.474073,0.9948102,244.76776,-8.4647,0.0196,0.39281743,0.00094421,0.31269188,0.08106976,8.225687498,-1643.161381,-1643.080311,8.4843
*Nc1ccc(C)c(C(=O)O)c1NC(=O)c1cc(C(*)=O)c(C)[nH]c1=O,-1159.254168,0.9948403,240.89631,-8.0214,-0.0026,0.3202546,0.00094421,0.24911667,0.07208213,3.482542467,-1159.005051,-1158.932969,8.0188
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)c1cccc2c1oc1c(C(*)=O)cccc12,-1883.371068,0.91548836,359.46429,-8.2222,-0.542,0.38665386,0.00094421,0.30607943,0.08151865,9.024109173,-1883.064988,-1882.98347,7.6802
*Nc1ccc(C(F)(F)F)c(NC(=O)CN(CC(*)=O)C(=O)CC)c1C(=O)O,-1421.354882,0.9983802,220.36776,-8.5685,0.0522,0.33833272,0.00094421,0.26098051,0.07829642,5.332060621,-1421.093901,-1421.015605,8.6207
*Nc1cc(F)c(C(=O)O)cc1NC(=O)C1CCC(C(*)=O)NC1,-1108.231492,0.99021614,202.2451,-8.6586,-0.0358,0.31896331,0.00094421,0.25144242,0.0684651,8.816731392,-1107.980049,-1107.911584,8.6228
*Nc1ccc(C(=O)O)c(NC(=O)c2c(Br)c(Br)c(Br)c(Br)c2C(*)=O)n1,,0.991339,,,,0.6579402699999999,0.00094421,0.1405,0.07909132,6.356755565,0.1405,0.65888448,
*Nc1cc(C(=O)O)cc(Br)c1NC(=O)CN(CC(*)=O)c1cc(Cl)ccc1OC,-4270.837281,0.9997305,293.61732,-8.5179,0.0866,0.36225105,0.00094421,0.27954728,0.08364799,4.613390398,-4270.557734,-4270.474086,8.6045
*Nc1cc(C)c(C(=O)O)c(NC(=O)c2cc(F)c(C(*)=O)c(F)c2)c1,-1227.176752,0.9985306,237.05108,-8.6188,-0.6669,0.28219951,0.00094421,0.21277529,0.07036843,7.562401866,-1226.963977,-1226.893609,7.9519
*Nc1cc(C(=O)O)cc(Br)c1NC(=O)C(C)(C)C(=O)Nc1ccccc1C(*)=O,-3849.404086,0.999213,295.63034,-8.7956,-0.1391,0.37776092,0.00094421,0.29711738,0.08158775,1.679527614,-3849.106969,-3849.025381,8.6565
*Nc1cc(OC)c(C(=O)O)cc1NC(=O)c1ccnc(C(*)=O)c1N,-1175.273315,0.987092,246.14728,-8.3925,-0.5769,0.30862763,0.00094421,0.23832614,0.0712457,7.652828926,-1175.034989,-1174.963743,7.8156
*Nc1cc(S(=O)(=O)O)cnc1NC(=O)CC(C(*)=O)c1ccccc1C#N,-1611.554243,0.9967077,247.92078,-8.7767,-0.2331,0.31723199,0.00094421,0.2428291,0.07534711,4.479140205,-1611.311414,-1611.236067,8.5436
*Nc1ccc2cc(S(=O)(=O)O)ccc2c1NC(=O)c1cc(NC(=O)OC(C)(C)C)cc(C(*)=O)c1,-1979.483086,0.9706322,344.6521,-8.3493,-0.2399,0.47108297,0.00094421,0.38068692,0.09134026,3.348747799,-1979.102399,-1979.011059,8.1094
